,Event ID,Title,Event Type,Severity,Description,Source,Date
95,092,"Australia heatwave, May 2014",Heat,More severe or more likely to occur,"""Anthropogenic activity has increased the risk of Australian heatwaves during late autumn similar to the 2014 event by up to 23-fold, compared to climate conditions under no anthropogenic influence.""",http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2014.1,2014
96,093,"Record high central England temperature, 2014",Heat,More severe or more likely to occur,"""With 90% confidence we find that anthropogenic forcings on the climate have increased the chances of record warm years in Central England by at least 13-fold.""",http://iopscience.iop.org/article/10.1088/1748-9326/10/5/054002,2014
97,094,"Exceptionally warm' Texas summer, 2011",Heat,More severe or more likely to occur,"""The likelihood of a given unusually high summer temperature being exceeded was simulated to be about 10 times greater due to anthropogenic emissions.""",http://onlinelibrary.wiley.com/doi/10.1002/2014GL062683/abstract,2011
98,095,"Global heat extremes, 1901-2005",Heat,More severe or more likely to occur,"""About 18% of the moderate daily precipitation extremes over land are attributable to the observed temperature increase since pre-industrial times...About 75% of the moderate daily hot extremes over land are attributable to warming.""",http://www.nature.com/nclimate/journal/v5/n6/full/nclimate2617.html,1901-2005
99,Rapid study.  096,"Record global temperature, 2015",Heat,More severe or more likely to occur,"""Of that 1.05C temperature departure from pre-industrial [recorded in 2015], roughly 1.0C is due to the anthropogenic forcing, about 0.05C (0.09F) to 0.1C (0.18F) is due to El Niño and about 0.02C (0.04F) is due to higher solar activity. """,https://www.worldweatherattribution.org/record-hot-year-2015/,2015
100,Rapid study.  097,"Europe heatwave, July 2015 (Netherlands)",Heat,More severe or more likely to occur,"""Climate change has made the observed heat wave almost 2 times more likely to occur. This means that what would have been a 1-in-7 year event in the world without climate change is now a 1-in-4 year event.""",https://www.worldweatherattribution.org/european-heat-wave-july-2015/,2015
101,Rapid study.  097,"Europe heatwave, July 2015 (Spain)",Heat,More severe or more likely to occur,"""Climate change has made the observed heat wave 5 times more likely to occur. In other words, what was once a 1-in-100 year event in the world without climate change, is now a 1-in-20 year event.""",https://www.worldweatherattribution.org/european-heat-wave-july-2015/,2015
102,Rapid study.  097,"Europe heatwave, July 2015 (Germany)",Heat,More severe or more likely to occur,"""Climate change made the observed heat wave almost 4 times more likely to occur. Or, what was a 1-in-130 year event in a world without climate change is now a 1-in-36 year event.""",https://www.worldweatherattribution.org/european-heat-wave-july-2015/,2015
103,Rapid study.  097,"Europe heatwave, July 2015 (France)",Heat,More severe or more likely to occur,"""Climate change has made the observed heat wave 35% more likely to occur. Or, what is a 1-in-2.6 year event now would have been a 1-in-3.5 year event in the world without climate change.""",https://www.worldweatherattribution.org/european-heat-wave-july-2015/,2015
104,Rapid study.  097,"Europe heatwave, July 2015 (Switzerland)",Heat,More severe or more likely to occur,"""Climate change has made the observed heat wave about 3 times more likely to occur. What would have been a 1-in-40 year event in a world without climate change is now a 1-in-15 year event.""",https://www.worldweatherattribution.org/european-heat-wave-july-2015/,2015
105,090,"Melbourne heatwave, January 2014",Heat,Insufficient data/inconclusive,"""Anthropogenic climate change very likely increased the likelihood of prolonged heat waves like that experienced in Adelaide in January 2014 by at least 16%. The influence for Melbourne is less clear.""",http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2014.1,2014
106,098,"Southern Levant drought, 2014",Drought,More severe or more likely to occur,"""A combined modeling and observational study suggests that the persistent rainfall deficit during the 2014 rainy season in southern Levant was made more likely due to anthropogenic climate change.""",http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2014.1,2014
107,099,"East Africa spring drought, 2014",Drought,More severe or more likely to occur,"""Anthropogenic warming contributed to the 2014 East African drought by increasing East African and west Pacific temperatures, and increasing the gradient between standardized western and central Pacific SST causing reduced rainfall, evapotranspiration, and soil moisture.""",http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2014.1,2014
108,100,"Horn of Africa drought, 2014",Drought,More severe or more likely to occur,"""Ensemble modelling of the East African 2014 long rains season suggests no anthropogenic influence on the likelihood of low rainfall but clear signals in other drivers of drought.""",http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2014.1,2014
109,101,"California drought, 2014",Drought,More severe or more likely to occur,"""This study shows that although low precipitation was the main driver of the WY 2014 drought conditions in California, temperature played an important role in exacerbating the drought.""",http://onlinelibrary.wiley.com/doi/10.1002/2015GL063666/full,2014
110,102,"California drought, 2012-14",Drought,More severe or more likely to occur,"""We therefore conclude that anthropogenic warming is increasing the probability of co-occurring warm–dry conditions like those that have created the acute human and ecosystem impacts associated with the 'exceptional' 2012–2014 drought in California.""",http://www.pnas.org/content/112/13/3931.abstract,2012-14
111,103,"California drought, 2011-14",Drought,More severe or more likely to occur,"""[A] long-term warming trend likely contributed to surface moisture deficits during the drought. As such, the precipitation deficit during the drought was dominated by natural variability.""",http://journals.ametsoc.org/doi/abs/10.1175/JCLI-D-14-00860.1,2011-14
112,104,"Southern Africa 'unusually' dry summer, 2002-03",Drought,More severe or more likely to occur,"""Over Southern Africa, we show that unusually dry austral summers as occurred during 2002/2003 have become more likely…due to anthropogenic climate change.""",http://www.sciencedirect.com/science/article/pii/S2212094715300086?via%3Dihub,2002-03
113,105,"California drought, 2012-14",Drought,More severe or more likely to occur,"""Although natural variability dominates, anthropogenic warming has substantially increased the overall likelihood of extreme California droughts.""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2015GL064924,2012-14
114,106,"California drought, 2011-14",Drought,"Decrease, less severe or less likely to occur","""The results thus indicate that the net effect of climate change has made agricultural drought less likely and that the current severe impacts of drought on California’s agriculture have not been substantially caused by long-term climate changes.""",http://journals.ametsoc.org/doi/abs/10.1175/JCLI-D-15-0260.1,2011-14
115,Rapid study.  107,"Ethiopia drought, 2015",Drought,No discernible human influence,"The study ""found that El Niño made this rare drought even drier in the Kiremt season…No influence of climate change could be found, with the spread of possible trends ranging from drought being 40% less to four times more probable.""",https://www.worldweatherattribution.org/ethiopia-drought-2015/,2015
116,108,"South-east Brazil water shortage, 2014-15",Drought,No discernible human influence,"""Southeast Brazil experienced profound water shortages in 2014/15. Anthropogenic climate change is not found to be a major influence on the hazard, whereas increasing population and water consumption increased vulnerability.""",http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2014.1,2014-15
117,109,"Singapore record dry spell, 2014",Drought,No discernible human influence,"""The record dry spell over Singapore–Malaysia was caused by the southward contraction of the intertropical convergence zone. Within present evidence, there is no clear attribution to climate change.""",http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2014.1,2014
118,110,"Middle East & south-west Asia winter drought, 2013-14",Drought,Insufficient data/inconclusive,"""Of three identified proximate drought factors, climate change does not appear important for two. The third factor, western Pacific SSTs, exhibits a strong warming trend but attribution is an open question.""",http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2014.1,2013-14
119,111,"North-east Asia hot & dry summer, 2014",Drought,Insufficient data/inconclusive,"""Northeast Asia experienced a severe drought in summer 2014. Sea surface temperature forcing may have increased the risk of low precipitation, but model biases preclude reliable attribution to anthropogenic forcing.""",http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2014.1,2014
120,112,"South-east Canada floods, 2014",Rain & flooding,More severe or more likely to occur,"""The collective effects of anthropogenic climate change and artificial pond drainage may have played an important role in producing the extreme flood that occurred during early summer 2014 on the southeastern Canadian Prairies.""",http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2014.1,2014
121,113,"Southern Great Plains floods, May 2015",Rain & flooding,More severe or more likely to occur,"""Anthropogenic global warming contributed to the physical processes that caused the persistent precipitation in May 2015.""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2015GL065211,2015
